1  1  63.0868
1  2  63.0957
1  3  63.1219
1  4  63.17
1  5  63.2455
1  6  63.3553
1  7  63.5077
1  8  63.7121
1  9  63.9794
1  10  64.3213
1  11  64.7498
1  12  65.2751
1  13  65.9042
1  14  66.6375
1  15  67.4658
1  16  68.3679
1  17  69.3096
1  18  70.2463
1  19  71.129
1  20  71.9118
1  21  72.5598
1  22  73.0542
1  23  73.3922
1  24  73.5849
1  25  73.6521
2  1  65.0952
2  2  65.0955
2  3  65.0966
2  4  65.0986
2  5  65.1017
2  6  65.1063
2  7  65.1127
2  8  65.1214
2  9  65.1331
2  10  65.1485
2  11  65.1686
2  12  65.1944
2  13  65.2272
2  14  65.2684
2  15  65.3191
2  16  65.3803
2  17  65.4519
2  18  65.5325
2  19  65.6188
2  20  65.7054
2  21  65.7857
2  22  65.8531
2  23  65.9026
2  24  65.9321
2  25  65.9427
3  1  66.6858
3  2  66.6689
3  3  66.6192
3  4  66.5275
3  5  66.3824
3  6  66.1689
3  7  65.868
3  8  65.4554
3  9  64.8996
3  10  64.1606
3  11  63.1872
3  12  61.9153
3  13  60.2654
3  14  58.1428
3  15  55.4413
3  16  52.0532
3  17  47.8939
3  18  42.9415
3  19  37.2941
3  20  31.2262
3  21  25.2076
3  22  19.8373
3  23  15.6868
3  24  13.1179
3  25  12.1846
4  1  67.7162
4  2  67.6824
4  3  67.5829
4  4  67.3997
4  5  67.1098
4  6  66.6839
4  7  66.0851
4  8  65.2662
4  9  64.1675
4  10  62.7143
4  11  60.8134
4  12  58.3517
4  13  55.1957
4  14  51.196
4  15  46.201
4  16  40.0837
4  17  32.7886
4  18  24.397
4  19  15.1973
4  20  5.72567
4  21  -3.27281
4  22  -10.9886
4  23  -16.7601
4  24  -20.2518
4  25  -21.5055
5  1  68.8535
5  2  68.7962
5  3  68.6278
5  4  68.3182
5  5  67.8298
5  6  67.1157
5  7  66.118
5  8  64.7658
5  9  62.9734
5  10  60.64
5  11  57.6506
5  12  53.881
5  13  49.2088
5  14  43.5327
5  15  36.8023
5  16  29.0573
5  17  20.4684
5  18  11.3643
5  19  2.22368
5  20  -6.38277
5  21  -13.8953
5  22  -19.8791
5  23  -24.1044
5  24  -26.5639
5  25  -27.4298
6  1  70.0573
6  2  69.9711
6  3  69.7186
6  4  69.2557
6  5  68.5291
6  6  67.4749
6  7  66.0177
6  8  64.0717
6  9  61.5422
6  10  58.3317
6  11  54.3492
6  12  49.5253
6  13  43.8329
6  14  37.3111
6  15  30.0868
6  16  22.3866
6  17  14.5283
6  18  6.88733
6  19  -0.156852
6  20  -6.28137
6  21  -11.2672
6  22  -15.0199
6  23  -17.5613
6  24  -19.0013
6  25  -19.5017
7  1  71.2401
7  2  71.1245
7  3  70.7863
7  4  70.1688
7  5  69.2054
7  6  67.8202
7  7  65.9298
7  8  63.448
7  9  60.2932
7  10  56.4006
7  11  51.7373
7  12  46.3203
7  13  40.2326
7  14  33.6329
7  15  26.7512
7  16  19.8683
7  17  13.2813
