1  1  -4.417090159290201462+2.8813163459190637243*I
1  2  -4.0629176261097385264+2.668701150944037871*I
1  3  -3.7310206270528852841+2.4977675318520548909*I
1  4  -3.4214674158924703222+2.366081929700366165*I
1  5  -3.1343787801182523476+2.2717403466012592657*I
1  6  -2.8698861156467073415+2.2131351112096655685*I
1  7  -2.6281207297686474636+2.1888580321534237781*I
1  8  -2.4092104310305240968+2.1976477156137832105*I
1  9  -2.2132778514489553827+2.2383577338030623796*I
1  10  -2.0404403273754347574+2.309933303912494275*I
1  11  -1.8908098860346639994+2.4113968001998658524*I
1  12  -1.7644933670634424679+2.5418349988573399367*I
1  13  -1.661592734873099456+2.7003901430651418977*I
1  14  -1.5822051813334286038+2.8862534074015441807*I
1  15  -1.5264237450021030588+3.098658568404577406*I
1  16  -1.4943372962026374388+3.3368770222872946708*I
1  17  -1.4860306843808021775+3.600215155055805123*I
1  18  -1.5015856576633877279+3.8880088530239024073*I
1  19  -1.5410803536200471915+4.1996229572360513085*I
1  20  -1.6045896025679332545+4.5344468256272186892*I
1  21  -1.6921857506620426323+4.891894143680213672*I
1  22  -1.8039378850454134524+5.271399630440952444*I
1  23  -1.9399128241793334031+5.672417643915084983*I
1  24  -2.1001747775125359594+6.0944212281152848423*I
1  25  -2.2847856340756609675+6.536900818128993039*I
2  1  -8.849121741561338034+5.5768430531789239544*I
2  2  -8.133378211595343451+5.150159380221589359*I
2  3  -7.452076657068648625+4.7802352759468214978*I
2  4  -6.8051006459861618616+4.462933729080031323*I
2  5  -6.192470223451895064+4.195095725155972129*I
2  6  -5.6142478729040680447+3.9740986509198631474*I
2  7  -5.070511519129154093+3.7976764955873855217*I
2  8  -4.5613451840128775906+3.6638226896802676851*I
2  9  -4.0868331925586343445+3.5707306131637108456*I
2  10  -3.6470586110180789345+3.516752993561690448*I
2  11  -3.2421019532992669337+3.500373829319395123*I
2  12  -2.8720404180546129768+3.5201872498091023717*I
2  13  -2.5369477795598098166+3.5748812465781719117*I
2  14  -2.236894375834140599+3.6632253372788668908*I
2  15  -1.9719468411592481261+3.7840600241362870333*I
2  16  -1.742169006020053378+3.9362888828030064303*I
2  17  -1.5476210081045971017+4.1188715935528914195*I
2  18  -1.3883599370633002024+4.3308180946322933844*I
2  19  -1.2644404679944399844+4.5711838812003019452*I
2  20  -1.1759139862413501193+4.8390656379333417394*I
2  21  -1.1228295378278488318+5.133597969053192236*I
2  22  -1.1052336540262638478+5.4539497566978613246*I
2  23  -1.1231705172636638675+5.7993219078376554475*I
2  24  -1.1766820029003325614+6.1689446835436113088*I
2  25  -1.2658081213314129605+6.562075868376503025*I
3  1  -15.820823163360442879+9.730045550293316744*I
3  2  -14.536459800490300523+8.962927099267943423*I
3  3  -13.305981346497775556+8.261164604303458642*I
3  4  -12.128914887836112093+7.620226123175326445*I
3  5  -11.005021420442936003+7.0367050984748080794*I
3  6  -9.934152132283110069+6.5078049686766107763*I
3  7  -8.916204279078311439+6.031130879452706116*I
3  8  -7.951101786526402335+5.6045780361173356083*I
3  9  -7.038785515400701824+5.2262632419534479572*I
3  10  -6.17920740693134714+4.894479315025617012*I
3  11  -5.372326949933200053+4.6076629641478864564*I
3  12  -4.6181089766104574325+4.3643708515895083553*I
3  13  -3.9165221973926681517+4.1632617722309125897*I
3  14  -3.2675381008650029974+4.0030823966237723452*I
3  15  -2.671130104814013283+3.8826558984582206632*I
3  16  -2.1272733115053264097+3.8008731290427053124*I
3  17  -1.6359438170675070552+3.756684633100131885*I
3  18  -1.197118584266793987+3.7490947088154094392*I
3  19  -0.8107750762826790454+3.7771557074743366922*I
3  20  -0.47689142932903393182+3.8399639030697677487*I
3  21  -0.19544598418968194386+3.9366552046280086118*I
3  22  0.033582684409269839497+4.066401687258519591*I
3  23  0.2102159483827341454+4.2284091792138758354*I
3  24  0.3344748925654936176+4.4219140067615587426*I
3  25  0.40638045172618525143+4.646181026118774115*I
4  1  -23.610121861612054457+14.304548937421638325*I
4  2  -21.693175140930339969+13.1575893420915423235*I
4  3  -19.856390021654133981+12.0796470606835874995*I
4  4  -18.09894432882404327+11.067539453533940255*I
4  5  -16.420308061757085159+10.118886896936511425*I
4  6  -14.820081813727081925+9.231744833288041673*I
4  7  -13.2979423607031877015+8.404454551499865439*I
4  8  -11.853616382201232746+7.6355633686367303846*I
4  9  -10.486866257087277381+6.9237754874464095137*I
4  10  -9.197480829410516014+6.26791960015983694*I
4  11  -7.9852695684175311265+5.6669257889752037683*I
4  12  -6.850058393420115919+5.1198086401847868535*I
4  13  -5.791686692298885466+4.6256543475214777763*I
4  14  -4.810005013974434857+4.183610740526193859*I
4  15  -3.904873567243528566+3.7928793236027916577*I
4  16  -3.0761605111848305098+3.4527086035350840116*I
4  17  -2.3237411679295007295+3.1623888782326421542*I
4  18  -1.6474970246091372097+2.9212478629284082956*I
4  19  -1.0473151864049580315+2.728646677951862009*I
4  20  -0.52308749050815880324+2.5839767107043961128*I
4  21  -0.07471025750375394762+2.4866571336943721197*I
4  22  0.29791635025452386544+2.436132082755988902*I
4  23  0.5948883774605668784+2.4318687572247969283*I
4  24  0.81629874624787583486+2.473355751697639505*I
4  25  0.96223724854369296195+2.5601011088342583663*I
5  1  -37.91206114496958206+22.611324372366514395*I
5  2  -34.84099278063130584+20.772750227837261746*I
5  3  -31.910485584673414748+19.009385188641393384*I
5  4  -29.119214154172734545+17.322655384353913166*I
5  5  -26.466171074552850728+15.713574722271430948*I
5  6  -23.950528348335976679+14.182949714719201569*I
5  7  -21.57157810941464987+12.731456370070667523*I
5  8  -19.328700037963619917+11.359679493341119393*I
5  9  -17.22134108313473274+10.068136000988332578*I
5  10  -15.249001702651024834+8.857289988827327373*I
5  11  -13.41122621765774987+7.7275631710528323963*I
5  12  -11.707595573783911873+6.6793423806229728925*I
5  13  -10.13772178822282386+5.7129852456520021768*I
5  14  -8.701243675534888051+4.8288244284208612744*I
5  15  -7.397823390562910956+4.027171129262849516*I
5  16  -6.2271435897954267986+3.3083177759735693298*I
5  17  -5.1889051056222684024+2.6725402947393333648*I
5  18  -4.282825036738460375+2.1200999094685521987*I
