1 1 -45.098548554100006
1 2 -45.11144581704262
1 3 -45.14916464864378
1 4 -45.21804164687119
1 5 -45.325522729363435
1 6 -45.48012320594384
1 7 -45.69121552079013
1 8 -45.968550940805635
1 9 -46.32141243350858
1 10 -46.75731953227207
1 11 -47.28028933514802
1 12 -47.88882259811972
1 13 -48.57401863953153
1 14 -49.31844816350841
1 15 -50.09647466470199
1 16 -50.87645186119439
1 17 -51.6246170223272
1 18 -52.309785753606654
1 19 -52.90754247391454
1 20 -53.402796544143996
1 21 -53.79024378368201
1 22 -54.07303454009885
1 23 -54.2604142976341
1 24 -54.365149227585576
1 25 -54.40130937189804
2 1 -43.406073507306864
2 2 -43.42056183131324
2 3 -43.46301680957968
2 4 -43.54085166574996
2 5 -43.66311357076984
2 6 -43.84070958622044
2 7 -44.086563716032266
2 8 -44.41561656317594
2 9 -44.84453023305392
2 10 -45.390904940360535
2 11 -46.071769147390114
2 12 -46.901113811217996
2 13 -47.88637300827125
2 14 -49.0240882676886
2 15 -50.29556053518359
2 16 -51.663953676208614
2 17 -53.074671503761735
2 18 -54.46034529775136
2 19 -55.750196937100355
2 20 -56.88145565913147
2 21 -57.80920641292146
2 22 -58.511575072458996
2 23 -58.98925406494118
2 24 -59.260648050425864
2 25 -59.35508315905642
3 1 -41.85338109009053
3 2 -41.864146560454074
3 3 -41.895738175181584
3 4 -41.953841235661095
3 5 -42.04559578538522
3 6 -42.179949078912216
3 7 -42.368067204063266
3 8 -42.62379015351233
3 9 -42.96408623969759
3 10 -43.40941068009439
3 11 -43.983788156177226
3 12 -44.714310205302645
3 13 -45.62956872162946
3 14 -46.756380234912776
3 15 -48.11412194828326
3 16 -49.706360940176566
3 17 -51.51056515093519
3 18 -53.46869404063953
3 19 -55.48371162876015
3 20 -57.42756696837506
3 21 -59.16259550524447
3 22 -60.57086879674978
3 23 -61.57971458379951
3 24 -62.172531169173546
3 25 -62.38226329029842
4 1 -40.747782425523
4 2 -40.75211532181178
4 3 -40.76483450759467
4 4 -40.78826514080009
4 5 -40.82537090491825
4 6 -40.87993927399499
4 7 -40.95682050811859
4 8 -41.06223281295418
4 9 -41.204144905328825
4 10 -41.39274050539542
4 11 -41.640950699163625
4 12 -41.96499805678881
4 13 -42.38481120110301
4 14 -42.92401142310549
4 15 -43.60891398089069
4 16 -44.46563059596005
4 17 -45.51404321417669
4 18 -46.75759051597035
4 19 -48.1693606256031
4 20 -49.67880142596738
4 21 -51.168464646079684
4 22 -52.491358687625656
4 23 -53.509745953927734
4 24 -54.13829683314391
4 25 -54.36630218710011
5 1 -39.4486157472683
5 2 -39.44096760156779
5 3 -39.41847436903867
5 4 -39.37697519021266
5 5 -39.311112245436895
5 6 -39.21394616449255
5 7 -39.07643421880276
5 8 -38.88671890056373
5 9 -38.62915483290803
5 10 -38.28297697451018
5 11 -37.82048481367803
5 12 -37.20459435532058
5 13 -36.385617517161876
5 14 -35.29723137244562
5 15 -33.851946832842366
5 16 -31.93729509155084
5 17 -29.416009968476246
5 18 -26.137512382956476
5 19 -21.974161979346988
5 20 -16.90011788486375
5 21 -11.118184483646665
5 22 -5.184387142216446
5 23 0.010757135829107999
5 24 3.5388257904075924
5 25 4.8864607792067325
6 1 -38.020518170464065
6 2 -37.99393794891278
6 3 -37.91578749990881
6 4 -37.77160037770258
6 5 -37.54273377756339
6 6 -37.20501672738982
6 7 -36.72690948414999
6 8 -36.06698288077963
6 9 -35.17045082998755
6 10 -33.96438932045159
6 11 -32.35115335625668
6 12 -30.199381180989818
6 13 -27.33192711689932
6 14 -23.510294533768615
6 15 -18.416151744176965
6 16 -11.63344015774467
6 17 -2.6417061504978903
6 18 9.153715793772916
6 19 24.30343027186676
6 20 43.030311518207114
6 21 64.73066883949427
6 22 87.4111674464753
6 23 107.61854592901726
6 24 121.53219014349128
6 25 126.88795001603644
7 1 -36.64260985726116
7 2 -36.591916097599004
7 3 -36.442972104337656
7 4 -36.16854868820297
7 5 -35.73395409595517
7 6 -35.09487894660929
7 7 -34.19462286099341
7 8 -32.96056475279716
7 9 -31.29975763720682
7 10 -29.093615238660654
7 11 -26.191886538232893
7 12 -22.40662153974054
7 13 -17.50784261718827
7 14 -11.224471969009828
7 15 -3.257036445987082
7 16 6.687364009761477
7 17 18.82410605263874
7 18 33.173184820947284
7 19 49.40235747746042
7 20 66.68296066823423
7 21 83.6652766545437
7 22 98.68691162648938
7 23 110.21292035383338
7 24 117.31044062609026
7 25 119.88205088787043
8 1 -35.260139736825714
8 2 -35.17942248147004
8 3 -34.94261012817449
8 4 -34.50761361619518
8 5 -33.822202303801184
8 6 -32.821965651281836
8 7 -31.428213796181385
8 8 -29.546133442977805
8 9 -27.06379176646361
8 10 -23.852997529413145
8 11 -19.773588934630713
8 12 -14.683333695333994
8 13 -8.456008914912264
8 14 -1.009753656759221
8 15 7.6545213201450295
8 16 17.409947202344085
8 17 27.968498548889013
8 18 38.87310421788928
8 19 49.53533641711788
8 20 59.322450375591295
8 21 67.67281903495804
8 22 74.19936125890862
8 23 78.74307226934432
8 24 81.36351315426565
8 25 82.2819524661794
9 1 -34.24213427315625
9 2 -34.135544283056866
9 3 -33.82333645573528
9 4 -33.25181712642785
9 5 -32.35642905667199
9 6 -31.060927380481814
9 7 -29.27748702114116
9 8 -26.90849802769657
9 9 -23.851082258148892
9 10 -20.005557042244895
9 11 -15.288961890959374
9 12 -9.654017751998662
9 13 -3.1121529328898254
9 14 4.2435559557360145
9 15 12.222791990032778
9 16 20.538620140826527
9 17 28.830899854782587
9 18 36.71186610302106
9 19 43.82359957958292
9 20 49.89056701900577
9 21 54.75173257539567
9 22 58.36547587334149
9 23 60.79117894160816
9 24 62.15795709844403
9 25 62.63157068354995
10 1 -33.586966021688696
10 2 -33.46201656871892
10 3 -33.09652298091127
10 4 -32.42934255494964
10 5 -31.388950600354832
10 6 -29.89407233532566
10 7 -27.856076183983372
10 8 -25.184022933800684
10 9 -21.793300010818818
10 10 -17.618455610853943
10 11 -12.629934259448468
10 12 -6.8527492679172735
10 13 -0.38292515826640366
10 14 6.604318067935599
10 15 13.860700825615375
10 16 21.088311802834138
10 17 27.977356003939533
10 18 34.249051284363055
10 19 39.69173187791912
10 20 44.180845370675854
10 21 47.680023590493
10 22 50.22695514031318
10 23 51.91127517002165
10 24 52.85152828265397
10 25 53.17587939311312
11 1 -33.17963386848574
11 2 -33.04258659277528
11 3 -32.64208847181788
11 4 -31.912476917759193
11 5 -30.77849746842995
11 6 -29.15713440461963
11 7 -26.961736129470346
11 8 -24.109282142613996
