1  1  -4.4289484012400248507+2.8757734564096991729*I
1  2  -4.06746543525770723+2.6649673662192985835*I
1  3  -3.7350464475411574979+2.4942915876604133364*I
1  4  -3.4262694352283970126+2.3625638537431913231*I
1  5  -3.1408416338678691114+2.2679897902008039367*I
1  6  -2.87872511812401333+2.2089949698691492572*I
1  7  -2.6399475086204540017+2.18418533831926162*I
1  8  -2.4245603982668957126+2.1923068523097868638*I
1  9  -2.232625258883777034+2.232216689529101333*I
1  10  -2.0642074878928862894+2.3028627215357335876*I
1  11  -1.9193735508833557577+2.403268440525083062*I
1  12  -1.7981895024502157917+2.5325215528658352562*I
1  13  -1.7007201896711196258+2.6897651173090919496*I
1  14  -1.6270288199081099748+2.874190504725449507*I
1  15  -1.5771767334995641786+3.0850316982321383957*I
1  16  -1.5512232957465289535+3.321560603605499632*I
1  17  -1.5492258596153551441+3.5830831372060599224*I
1  18  -1.5712397701708587833+3.8689359232228202113*I
1  19  -1.6173183925607599017+4.1784834761163499816*I
1  20  -1.6875131512696392114+4.5111157749575942232*I
1  21  -1.7818735712964059179+4.866246158463413936*I
1  22  -1.9004473125489437411+5.2433094857924941457*I
1  23  -2.0432801869350697907+5.6417605205864375458*I
1  24  -2.210416142048056332+6.0610725059134553543*I
1  25  -2.4018971823034498691+6.5007359074547461848*I
2  1  -8.854245109321666467+5.574129803174002758*I
2  2  -8.135347361534477128+5.1482192148605013674*I
2  3  -7.454887883692249883+4.778186781546475982*I
2  4  -6.809919903898907784+4.4605417674900500113*I
2  5  -6.2001768875351482204+4.1921851427009358053*I
2  6  -5.6255654549296983478+3.9705165608898735953*I
2  7  -5.0860504648024130263+3.793282112586675312*I
2  8  -4.5816238396621330156+3.658483369723996083*I
2  9  -4.112291845808200219+3.5643195870499337448*I
2  10  -3.6780687966717649973+3.5091484701537247518*I
2  11  -3.2789735720246863753+3.491458148375313275*I
2  12  -2.9150275551747768677+3.5098463463042209344*I
2  13  -2.5862533527386807435+3.5630044157935422781*I
2  14  -2.2926739749460726347+3.6497047832727000523*I
2  15  -2.0343122997595582805+3.7687908761418341275*I
2  16  -1.8111907176386898934+3.9191688978674047278*I
2  17  -1.6233308933883906679+4.099801013413397475*I
2  18  -1.4707536036295476795+4.3096996317893549212*I
2  19  -1.3534786205260642209+4.54792255676890782*I
2  20  -1.2715246176360498105+4.8135688353631913136*I
2  21  -1.2249090722862532396+5.1057751757841836546*I
2  22  -1.2136481268281381175+5.423712838983296273*I
2  23  -1.2377563351650706982+5.7665849370707380527*I
2  24  -1.2972461175740401754+6.133624111226721949*I
2  25  -1.3921264174180452611+6.524090658077388984*I
3  1  -15.823056353546064593+9.7286310725066037705*I
3  2  -14.5374721007466854925+8.961834707330335416*I
3  3  -13.308203347666888366+8.259786595670069085*I
3  4  -12.133270586090828903+7.6183492055428467466*I
3  5  -11.0122212316815475015+7.034164260580179887*I
3  6  -9.9447703497059789885+6.5044601642932618605*I
3  7  -8.930709460286388882+6.0268594408809590627*I
3  8  -7.9698744501636452292+5.599270967812429549*I
3  9  -7.062129974887793923+5.219823024469298328*I
3  10  -6.207360640903211937+4.886818406707826691*I
3  11  -5.405465547433660468+4.598702633097628125*I
3  12  -4.6563546922087021966+4.354040474144992078*I
3  13  -3.9599464938239844567+4.1514980592708726074*I
3  14  -3.3161660218502540742+3.9898288800053523027*I
3  15  -2.7249436952341038005+3.8678626073723239532*I
3  16  -2.186214300966399951+3.7844959987794272566*I
3  17  -1.6999162370677350363+3.7386853927260620927*I
3  18  -1.265990914456866867+3.729440434284887735*I
3  19  -0.8843822696149111358+3.7558187713802381204*I
3  20  -0.55503634714689022443+3.8169215292747145313*I
3  21  -0.2779009059594768978+3.9118894198253806782*I
3  22  -0.05292497042644643253+4.0398993826226220665*I
3  23  0.119941868509271660635+4.200161704320517221*I
3  24  0.24075105579594568048+4.391917691246623373*I
3  25  0.30956058643985333865+4.61443868849930166*I
4  1  -23.610993040654736475+14.303782534742603145*I
4  2  -21.69363377410489627+13.156971958507351744*I
4  3  -19.857711200709414995+12.078687670639451181*I
4  4  -18.101677419690197146+11.066036264204168539*I
4  5  -16.424874171145398567+10.116685014290106496*I
4  6  -14.8268147919636963505+9.228718497584339771*I
4  7  -13.307106686219627643+8.400500227904673416*I
4  8  -11.865418387085127109+7.630595753405105884*I
4  9  -10.5014617140813315875+6.9177250175121670584*I
4  10  -9.214980867684758126+6.2607304830959525734*I
4  11  -8.005745234593934461+5.6585545912584050737*I
4  12  -6.8735443771444526503+5.1102231466351333723*I
4  13  -5.8181843982670331562+4.614832669913642567*I
4  14  -4.839485218005622114+4.171540518622994652*I
4  15  -3.937278478725370906+3.7795570053534483014*I
4  16  -3.1114058980082655887+3.4381389975379205597*I
4  17  -2.3617179485678609274+3.1465846419439504975*I
4  18  -1.6880727815368974699+2.9042289601165478966*I
4  19  -1.0903353323003420112+2.7104401301845421242*I
4  20  -0.5683765606395463992+2.5646163185397089733*I
4  21  -0.122072778417445023514+2.4661829603266925228*I
4  22  0.24869500371457738553+2.414590418555098214*I
4  23  0.5440418826562458026+2.4093119975872206214*I
4  24  0.7640807193440375799+2.449842460423876258*I
4  25  81.22504060002855905-6.7355365174538582066*I
5  1  -37.911659336297485468+22.611218872862761243*I
5  2  -34.840652459157571558+20.772711403610132231*I
5  3  -31.909701820317885022+19.009023275808107786*I
5  4  -29.117750642950304792+17.321783009731631887*I
5  5  -26.463849083999314562+15.7120493304525928775*I
5  6  -23.947209151192127768+14.180661137710346207*I
5  7  -21.567154812232692799+12.728320635179357535*I
5  8  -19.323092472871271708+11.355634816999297533*I
5  9  -17.214492185391919388+10.0631398731490293305*I
5  10  -15.240874862244627734+8.851316967577844082*I
5  11  -13.40180312677175859+7.7206031093817353217*I
5  12  -11.696874509537203956+6.6713989993883369887*I
5  13  -10.1257162334200129265+5.7040748991766061734*I
5  14  -8.687981117675712997+4.8189751470043150207*I
5  15  -7.3833442954934004683+4.016421713769251784*I
5  16  -6.21150053872351407+3.2967170574508890546*I
5  17  -5.172162045936506755+2.6601464521242899107*I
5  18  -4.2650565908264850908+2.1069799152399509312*I
5  19  -3.489925955554404216+1.6374738224980638219*I
5  20  -2.8465245928345882399+1.2518722767887293665*I
5  21  -2.3346184745377654823+0.950408283200831973*I
5  22  -1.9539840960534208016+0.73330477693419008885*I
5  23  -1.7044076209546511096+0.60077557055618506477*I
5  24  -1.5856842148171335137+0.55302645655472211646*I
5  25  -1.5976187310602557013+0.5902590670572527595*I
6  1  -65.54577196901961032+38.500468766451845133*I
6  2  -60.264219285944082186+35.34609067023832378*I
6  3  -55.268551722681213658+32.292690425662963244*I
6  4  -50.55841002358840799+29.353166023265004538*I
6  5  -46.132431530277651782+26.53678291457349921*I
6  6  -41.989366693935854316+23.850965251499613827*I
6  7  -38.128089858510532093+21.301957727113297823*I
6  8  -34.547583874474042977+18.895171185522312188*I
6  9  -31.246924118109453349+16.63539032543113529*I
6  10  -28.225264944994198003+14.52690984317109367*I
6  11  -25.481828618545102352+12.573629184071085811*I
6  12  -23.01589628946011256+10.7791214692710680964*I
6  13  -20.826800599287826102+9.146685377501289793*I
6  14  -18.913919559976392348+7.679385274161451288*I
6  15  -17.276671439822098105+6.3800829481689019526*I
6  16  -15.914510449342112107+5.251463181567390576*I
6  17  -14.826923068039950357+4.2960546767758077385*I
6  18  -14.013424887311802513+3.516247417274223997*I
6  19  -13.473557867365285253+2.9143072397518182907*I
6  20  -13.20688791465424717+2.4923881927857771284*I
6  21  -13.213002665834749679+2.252543116320636296*I
6  22  -13.491509242694709828+2.1967327810769226581*I
6  23  -14.042031098611510731+2.3268338966138571147*I
6  24  -14.864197944388177158+2.6446467614582995756*I
6  25  -15.957472241863616227+3.1519434919004156843*I
7  1  -117.94350438650765188+68.37886624528431038*I
7  2  -108.51189966499270359+62.780173618581005708*I
7  3  -99.71192264169307991+57.380826343410346477*I
7  4  -91.54387575063587483+52.2158784356690836*I
7  5  -84.00563082917981642+47.310458706664579195*I
7  6  -77.09510237711168846+42.68462648483379915*I
7  7  -70.810352698924374094+38.355203730409309634*I
7  8  -65.14960040382786233+34.336729664427635196*I
7  9  -60.111209314105193764+30.64203331360540556*I
7  10  -55.693673524814124583+27.282608103569287918*I
