1  1  14.011918110901773622-73.448524722626261564*I
1  2  14.434643380529964757-74.53602235919320628*I
1  3  14.845107307280149868-75.612363375312923446*I
1  4  15.243301352382166736-76.67740023253089226*I
1  5  15.62921652836364825-77.73097804708115114*I
1  6  16.002842677854370212-78.77293423583932941*I
1  7  16.36416888773486836-79.80309896083408961*I
1  8  16.713182837970947163-80.82129235787233181*I
1  9  17.049871063445818656-81.827324320321506164*I
1  10  17.374217564367786006-82.82099322643366239*I
1  11  17.686205467102742384-83.80208281284631428*I
1  12  17.98581430216068208-84.770361732853464785*I
1  13  18.273020675698325102-85.725579695761437896*I
1  14  18.547797472025862965-86.667463256728723704*I
1  15  18.810112220253558304-87.59571232128983239*I
1  16  19.059925057505415597-88.509991817143111106*I
1  17  19.297187299915452955-89.4099238074514331*I
1  18  19.521836663874277417-90.29507272700640041*I
1  19  19.733791328793173585-91.164924627363856935*I
1  20  19.932939298491290515-92.01885308552466704*I
1  21  20.119117779373849854-92.856057673023788615*I
1  22  20.292069386781923682-93.67544616177707557*I
1  23  20.451329174196771111-94.47535063712717519*I
1  24  20.595828241330711699-95.252648590076828654*I
1  25  20.720331269093199177-95.996534636037308796*I
2  1  -0.30900169034636846768-5.122304969134867965*I
2  2  0.2842129226742644121-5.6856565942868621012*I
2  3  0.85652196428505567835-6.2330153487795811424*I
2  4  1.4078967619347044565-6.7643126605884542294*I
2  5  1.9383069441841604385-7.279476576613996371*I
2  6  2.4477204318879107257-7.7784315572860713273*I
2  7  2.9361029966658992285-8.261097815580630681*I
2  8  3.40341836325271943-8.727390965500347953*I
2  9  3.849627356687992723-9.1772212895521613416*I
2  10  4.274687956868681646-9.610493183444234905*I
2  11  4.6785543841733260887-10.027103936344573394*I
2  12  5.061176717057958333-10.426942851275961328*I
2  13  5.4224998663316184527-10.809889594279232638*I
2  14  5.7624624415032590285-11.175812305879806432*I
2  15  6.080995237082435878-11.524565254785965736*I
2  16  6.3780190255127775702-11.855985178362118993*I
2  17  6.653441588012012799-12.169886586097133*I
2  18  6.9071526574626377383-12.466054806923488035*I
2  19  7.139017113895998808-12.744235036266134389*I
2  20  7.3488620867794747643-13.004115207865810298*I
2  21  7.5364544961444223836-13.245295087933395756*I
2  22  7.7014542158317120515-13.467226237702024743*I
2  23  7.8432988221037909186-13.669072311017896149*I
2  24  7.960815862210936948-13.849276751213177052*I
2  25  8.049052575281201138-14.002618698750856807*I
3  1  -11.091702557003774167+31.975678762448381994*I
3  2  -10.198127448308656683+32.05533964649170099*I
3  3  -9.343639205205594602+32.16217527459090896*I
3  4  -8.528277270459781622+32.295811419322940434*I
3  5  -7.7520829411245901217+32.45585399419128842*I
3  6  -7.0150983823963961395+32.641886876384633754*I
3  7  -6.317367445516756627+32.853469468707859318*I
3  8  -5.658935286756539787+33.09013283503463351*I
3  9  -5.03984871249626724+33.351376326797236207*I
3  10  -4.4601555716333869+33.636662210913569122*I
3  11  -3.919905899045361474+33.94541069242729355*I
3  12  -3.419150309814523359+34.27699135675897906*I
3  13  -2.9579413037322119177+34.63071462286598448*I
3  14  -2.5363316191684499904+35.00581823070990545*I
3  15  -2.1543746720451152617+35.401451874879482105*I
3  16  -1.8121229843797603924+35.816653453604117386*I
3  17  -1.5096262216285924397+36.250317456604007397*I
3  18  -1.2469280457810414267+36.701147055851061067*I
3  19  -1.0240601715851024613+37.16758091353143416*I
3  20  -0.8410300029229676744+37.64767292458370028*I
3  21  -0.69779518414349929017+38.138876663357572563*I
3  22  -0.5942027818228427994+38.63761553825483427*I
3  23  -0.529815481766934181+39.138265005902937634*I
3  24  -0.50322426837451055866+39.629904602211561207*I
3  25  -0.5047808385087181263+40.072602557511395008*I
4  1  -19.82863241084023041+53.520852998285493952*I
4  2  -18.570175702083353685+54.165657051677516903*I
4  3  -17.378892049755739512+54.85578484680054904*I
4  4  -16.254811142506270088+55.590162449500403488*I
4  5  -15.197962207427064307+56.367657162950235362*I
4  6  -14.208373140410088609+57.187070939093705646*I
4  7  -13.286070520848553504+58.04713320797097575*I
4  8  -12.431079581619487485+58.946489380274627246*I
4  9  -11.643422283061283586+59.883691358593717297*I
4  10  -10.923116566568155523+60.857180872786685748*I
4  11  -10.270175788099856324+61.865273620217317064*I
4  12  -9.684605918207312527+62.906135139860209195*I
4  13  -9.166403976028242031+63.977754559291446883*I
4  14  -8.71555204126775572+65.0779050483548071*I
4  15  -8.332015184723218454+66.20409478131039784*I
