1  1  6.66065
1  2  -2.07895
1  3  -5.53573
1  4  -7.74686
1  5  -9.3861
1  6  -10.6887
1  7  -11.7622
1  8  -12.6631
1  9  -13.4233
1  10  -14.0624
1  11  -14.5941
1  12  -15.0307
1  13  -15.3867
1  14  -15.6832
1  15  -15.9507
1  16  -16.2316
1  17  -16.5814
1  18  -17.0669
1  19  -17.7642
1  20  -18.7584
1  21  -20.1531
1  22  -22.1017
1  23  -24.9062
1  24  -29.4063
1  25  -39.75
2  1  4.01827
2  2  -4.47324
2  3  -7.7005
2  4  -9.76439
2  5  -11.3029
2  6  -12.5371
2  7  -13.568
2  8  -14.4477
2  9  -15.205
2  10  -15.855
2  11  -16.4045
2  12  -16.8551
2  13  -17.2056
2  14  -17.4548
2  15  -17.6053
2  16  -17.6696
2  17  -17.6776
2  18  -17.6857
2  19  -17.7848
2  20  -18.1049
2  21  -18.8154
2  22  -20.1351
2  23  -22.3981
2  24  -26.3794
2  25  -35.1053
3  1  2.081
3  2  -6.39238
3  3  -9.45697
3  4  -11.4162
3  5  -12.8875
3  6  -14.0831
3  7  -15.1005
3  8  -15.9906
3  9  -16.782
3  10  -17.4901
3  11  -18.1219
3  12  -18.6773
3  13  -19.1508
3  14  -19.5314
3  15  -19.8044
3  16  -19.9525
3  17  -19.9616
3  18  -19.8289
3  19  -19.5768
3  20  -19.2701
3  21  -19.0308
3  22  -19.0462
3  23  -19.5833
3  24  -21.1086
3  25  -24.9524
4  1  1.16722
4  2  -7.46216
4  3  -10.4589
4  4  -12.3755
4  5  -13.8261
4  6  -15.0211
4  7  -16.0578
4  8  -16.9889
4  9  -17.8453
4  10  -18.646
4  11  -19.4022
4  12  -20.119
4  13  -20.7963
4  14  -21.4287
4  15  -22.0056
4  16  -22.5108
4  17  -22.9251
4  18  -23.2292
4  19  -23.4117
4  20  -23.4798
4  21  -23.4706
4  22  -23.4603
4  23  -23.5772
4  24  -24.0711
4  25  -26.5542
5  1  0.69087
5  2  -8.33373
5  3  -11.3149
5  4  -13.2246
5  5  -14.6875
5  6  -15.9175
5  7  -17.0149
5  8  -18.0365
5  9  -19.0179
5  10  -19.9837
5  11  -20.9509
5  12  -21.9308
5  13  -22.9287
5  14  -23.9433
5  15  -24.9649
5  16  -25.975
5  17  -26.9464
5  18  -27.8461
5  19  -28.6424
5  20  -29.3142
5  21  -29.8629
5  22  -30.3238
5  23  -30.7894
5  24  -31.5191
5  25  -35.5314
6  1  1.01369
6  2  -8.75367
6  3  -11.8132
6  4  -13.7788
6  5  -15.3084
6  6  -16.627
6  7  -17.8423
6  8  -19.0169
6  9  -20.1918
6  10  -21.3956
6  11  -22.6474
6  12  -23.9575
6  13  -25.3262
6  14  -26.7423
6  15  -28.1828
6  16  -29.6137
6  17  -30.9947
6  18  -32.2862
6  19  -33.4583
6  20  -34.5005
6  21  -35.4303
6  22  -36.3053
6  23  -37.2595
6  24  -38.6857
6  25  -45.1126
7  1  2.32818
7  2  -8.54144
7  3  -11.7954
7  4  -13.8932
7  5  -15.5506
7  6  -17.0122
7  7  -18.396
7  8  -19.771
7  9  -21.1813
7  10  -22.6552
7  11  -24.2068
7  12  -25.8369
7  13  -27.5318
7  14  -29.2642
7  15  -30.9962
7  16  -32.6845
7  17  -34.2885
7  18  -35.7782
7  19  -37.1418
7  20  -38.3911
7  21  -39.568
7  22  -40.7589
7  23  -42.1463
7  24  -44.2647
7  25  -52.9428
8  1  5.00141
8  2  -7.5277
8  3  -11.1446
8  4  -13.4836
8  5  -15.3545
8  6  -17.0331
8  7  -18.6519
8  8  -20.2865
8  9  -21.982
8  10  -23.7617
8  11  -25.6299
8  12  -27.5732
8  13  -29.5623
8  14  -31.5569
8  15  -33.5118
8  16  -35.3855
8  17  -37.1476
8  18  -38.7851
8  19  -40.3061
8  20  -41.7431
8  21  -43.1591
8  22  -44.6677
8  23  -46.5024
8  24  -49.3487
8  25  -60.3925
9  1  8.36496
9  2  -5.98088
9  3  -10.0429
9  4  -12.6729
9  5  -14.7881
9  6  -16.699
9  7  -18.5534
9  8  -20.4331
9  9  -22.383
9  10  -24.4213
9  11  -26.5434
9  12  -28.7258
9  13  -30.9301
9  14  -33.1107
9  15  -35.2233
9  16  -37.2327
9  17  -39.1196
9  18  -40.884
9  19  -42.5478
9  20  -44.1569
9  21  -45.7894
9  22  -47.5806
9  23  -49.8084
9  24  -53.2916
9  25  -66.4314
10  1  11.64
10  2  -4.35715
10  3  -8.84886
10  4  -11.7571
10  5  -14.0983
10  6  -16.2153
10  7  -18.2696
10  8  -20.3486
10  9  -22.4976
10  10  -24.7314
10  11  -27.0405
10  12  -29.3954
10  13  -31.7541
10  14  -34.0699
10  15  -36.3013
10  16  -38.419
10  17  -40.4116
10  18  -42.2876
10  19  -44.0776
10  20  -45.8362
10  21  -47.6525
10  22  -49.679
10  23  -52.2296
10  24  -56.2328
10  25  -71.0992
11  1  14.427
11  2  -2.92419
11  3  -7.78037
11  4  -10.9231
11  5  -13.4513
11  6  -15.7343
11  7  -17.9454
11  8  -20.1764
11  9  -22.4736
11  10  -24.8506
11  11  -27.2947
11  12  -29.7739
11  13  -32.2445
11  14  -34.6605
11  15  -36.9829
11  16  -39.1868
11  17  -41.2659
11  18  -43.2344
11  19  -45.1283
11  20  -47.0086
11  21  -48.9721
11  22  -51.1847
11  23  -53.9886
11  24  -58.398
11  25  -74.6196
12  1  17.1097
12  2  -1.51512
12  3  -6.72148
12  4  -10.0887
12  5  -12.7937
12  6  -15.2312
12  7  -17.5852
12  8  -19.9526
12  9  -22.3809
12  10  -24.8828
12  11  -27.4443
12  12  -30.0317
12  13  -32.6008
12  14  -35.1066
12  15  -37.5126
12  16  -39.7973
12  17  -41.9589
12  18  -44.0158
12  19  -46.0086
12  20  -48.0035
12  21  -50.1045
12  22  -52.4894
12  23  -55.5268
12  24  -60.3093
12  25  -77.7787
13  1  19.4297
13  2  -0.279114
13  3  -5.78795
13  4  -9.34864
13  5  -12.2047
13  6  -14.7726
13  7  -17.2459
13  8  -19.7255
13  9  -22.2606
13  10  -24.8637
13  11  -27.52
13  12  -30.1951
13  13  -32.8448
13  14  -35.4251
13  15  -37.9016
13  16  -40.2557
13  17  -42.4884
13  18  -44.6218
13  19  -46.6998
13  20  -48.7928
13  21  -51.0106
13  22  -53.5413
13  23  -56.7752
13  24  -61.8714
13  25  -80.3909
14  1  21.6453
14  2  0.912983
14  3  -4.88446
14  4  -8.62941
14  5  -11.6285
14  6  -14.319
14  7  -16.9032
14  8  -19.4864
14  9  -22.1193
14  10  -24.8147
14  11  -27.5574
14  12  -30.3127
14  13  -33.0367
14  14  -35.6865
14  15  -38.2295
14  16  -40.6495
14  17  -42.9504
14  18  -45.157
14  19  -47.3163
14  20  -49.5024
14  21  -51.8306
14  22  -54.4985
14  23  -57.9171
14  24  -63.3075
14  25  -82.8125
15  1  23.776
15  2  2.06813
15  3  -4.00667
