1  1  -63.1118
1  2  -44.8299
1  3  -37.4707
1  4  -32.7741
1  5  -29.315
1  6  -26.5957
1  7  -24.389
1  8  -22.5746
1  9  -21.0815
1  10  -19.861
1  11  -18.8716
1  12  -18.0694
1  13  -17.4008
1  14  -16.7986
1  15  -16.1815
1  16  -15.4563
1  17  -14.5233
1  18  -13.2805
1  19  -11.623
1  20  -9.43367
1  21  -6.55451
1  22  -2.71865
1  23  2.6403
1  24  11.1336
1  25  31.2626
2  1  -63.1364
2  2  -45.0877
2  3  -37.9801
2  4  -33.4265
2  5  -30.0391
2  6  -27.3333
2  7  -25.086
2  8  -23.1793
2  9  -21.5444
2  10  -20.1379
2  11  -18.9282
2  12  -17.8867
2  13  -16.9806
2  14  -16.1658
2  15  -15.3823
2  16  -14.5499
2  17  -13.5682
2  18  -12.319
2  19  -10.669
2  20  -8.4663
2  21  -5.51923
2  22  -1.53072
2  23  4.09772
2  24  13.0334
2  25  33.3483
3  1  -63.8363
3  2  -45.7691
3  3  -38.8719
3  4  -34.4439
3  5  -31.1222
3  6  -28.4309
3  7  -26.1495
3  8  -24.1593
3  9  -22.3898
3  10  -20.7965
3  11  -19.3491
3  12  -18.0244
3  13  -16.8012
3  14  -15.6542
3  15  -14.5484
3  16  -13.4314
3  17  -12.2262
3  18  -10.8246
3  19  -9.08262
3  20  -6.81672
3  21  -3.79096
3  22  0.335395
3  23  6.19135
3  24  15.4376
3  25  34.4555
4  1  -64.8844
4  2  -46.5803
4  3  -39.7971
4  4  -35.4441
4  5  -32.165
4  6  -29.4882
4  7  -27.1945
4  8  -25.1642
4  9  -23.3253
4  10  -21.6313
4  11  -20.0502
4  12  -18.5584
4  13  -17.1369
4  14  -15.7672
4  15  -14.4271
4  16  -13.0852
4  17  -11.6919
4  18  -10.1691
4  19  -8.39579
4  20  -6.19397
4  21  -3.31084
4  22  0.620941
4  23  6.22759
4  24  15.0119
4  25  30.0783
5  1  -66.8752
5  2  -47.9632
5  3  -41.2513
5  4  -36.9588
5  5  -33.7208
5  6  -31.0669
5  7  -28.7792
5  8  -26.7389
5  9  -24.8748
5  10  -23.1412
5  11  -21.508
5  12  -19.9558
5  13  -18.4731
5  14  -17.055
5  15  -15.7035
5  16  -14.4263
5  17  -13.2357
5  18  -12.1435
5  19  -11.1474
5  20  -10.202
5  21  -9.16673
5  22  -7.7322
5  23  -5.33126
5  24  -0.984015
5  25  0.648251
6  1  -70.3049
6  2  -50.1676
6  3  -43.4168
6  4  -39.1355
6  5  -35.9192
6  6  -33.2924
6  7  -31.0381
6  8  -29.0418
6  9  -27.2383
6  10  -25.5914
6  11  -24.0844
6  12  -22.7173
6  13  -21.5071
6  14  -20.4908
6  15  -19.7314
6  16  -19.3264
6  17  -19.4171
6  18  -20.1949
6  19  -21.8918
6  20  -24.7316
6  21  -28.8111
6  22  -33.9178
6  23  -39.4177
6  24  -44.5995
6  25  -55.185
7  1  -75.3514
7  2  -53.239
7  3  -46.2683
7  4  -41.9042
7  5  -38.6593
7  6  -36.0409
7  7  -33.8307
7  8  -31.9187
7  9  -30.2496
7  10  -28.8008
7  11  -27.5741
7  12  -26.5925
7  13  -25.9003
7  14  -25.5641
7  15  -25.6723
7  16  -26.3312
7  17  -27.6518
7  18  -29.7219
7  19  -32.5606
7  20  -36.0604
7  21  -39.943
7  22  -43.7641
7  23  -46.9821
7  24  -48.9891
7  25  -45.5939
8  1  -83.1111
8  2  -57.7824
8  3  -50.2832
8  4  -45.665
8  5  -42.2841
8  6  -39.6082
8  7  -37.4078
8  8  -35.573
8  9  -34.0529
8  10  -32.8313
8  11  -31.9149
8  12  -31.3255
8  13  -31.0932
8  14  -31.2478
8  15  -31.8073
8  16  -32.7625
8  17  -34.0621
8  18  -35.6003
8  19  -37.2144
8  20  -38.694
8  21  -39.7956
8  22  -40.2427
8  23  -39.65
8  24  -37.0667
8  25  -21.4415
9  1  -91.8118
9  2  -62.7568
9  3  -54.5067
9  4  -49.4889
9  5  -45.8607
9  6  -43.0336
9  7  -40.7562
9  8  -38.9085
9  9  -37.4328
9  10  -36.3044
9  11  -35.5152
9  12  -35.0621
9  13  -34.9361
9  14  -35.1126
9  15  -35.5422
9  16  -36.1458
9  17  -36.8145
9  18  -37.4154
9  19  -37.801
9  20  -37.8153
9  21  -37.2861
9  22  -35.9824
9  23  -33.4668
9  24  -28.4144
9  25  -6.09148
10  1  -99.8343
10  2  -67.2918
10  3  -58.2552
10  4  -52.7954
10  5  -48.8744
10  6  -45.8441
10  7  -43.4278
10  8  -41.4906
10  9  -39.963
10  10  -38.8065
10  11  -37.995
10  12  -37.501
10  13  -37.2858
10  14  -37.2923
10  15  -37.4415
10  16  -37.6343
10  17  -37.7575
10  18  -37.6909
10  19  -37.3122
10  20  -36.4935
10  21  -35.0799
10  22  -32.8299
10  23  -29.2326
10  24  -22.6914
10  25  3.92302
11  1  -106.453
11  2  -71.0163
11  3  -61.283
11  4  -55.4199
11  5  -51.2217
11  6  -47.9884
11  7  -45.4194
11  8  -43.366
11  9  -41.747
11  10  -40.5119
11  11  -39.62
11  12  -39.0273
11  13  -38.6771
11  14  -38.4959
11  15  -38.3931
11  16  -38.2657
11  17  -38.0047
11  18  -37.5008
